candidate,party,office,district,town,votes,precinct
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ansonia,22,Ward 6 Prendergast School Gym
Stephanie Thomas,Working Families Party,Secretary of the State,,Ansonia,15,Ward 6 Prendergast School Gym
Erick Russell,Democratic Party,Treasurer,,Ansonia,400,Ward 6 Prendergast School Gym
Harry Arora,Republican Party,Treasurer,,Ansonia,528,Ward 6 Prendergast School Gym
Jennifer Baldwin,Independent Party,Treasurer,,Ansonia,21,Ward 6 Prendergast School Gym
Erick Russell,Working Families Party,Treasurer,,Ansonia,17,Ward 6 Prendergast School Gym
JoAnna Laiscell,Libertarian Party,Treasurer,,Ansonia,8,Ward 6 Prendergast School Gym
Sean Scanlon,Democratic Party,Comptroller,,Ansonia,408,Ward 6 Prendergast School Gym
Mary Fay,Republican Party,Comptroller,,Ansonia,530,Ward 6 Prendergast School Gym
Sean Scanlon,Independent Party,Comptroller,,Ansonia,16,Ward 6 Prendergast School Gym
Sean Scanlon,Working Families Party,Comptroller,,Ansonia,13,Ward 6 Prendergast School Gym
William Tong,Democratic Party,Attorney General,,Ansonia,452,Ward 6 Prendergast School Gym
Jessica Kordas,Republican Party,Attorney General,,Ansonia,502,Ward 6 Prendergast School Gym
A.P. Pascarella,Independent Party,Attorney General,,Ansonia,6,Ward 6 Prendergast School Gym
William Tong,Working Families Party,Attorney General,,Ansonia,11,Ward 6 Prendergast School Gym
Ken Krayeske,Green Party,Attorney General,,Ansonia,7,Ward 6 Prendergast School Gym
Clifford P. Hoyle,Democratic Party,Judge of Probate,41,Ansonia,440,Ward 6 Prendergast School Gym
Clifford P. Hoyle,Republican Party,Judge of Probate,41,Ansonia,511,Ward 6 Prendergast School Gym
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Ansonia,543,Ward 7 Mead School Cafe
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Ansonia,633,Ward 7 Mead School Cafe
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Ansonia,3,Ward 7 Mead School Cafe
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Ansonia,16,Ward 7 Mead School Cafe
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Ansonia,13,Ward 7 Mead School Cafe
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Ansonia,0,Ward 7 Mead School Cafe
Richard Blumenthal,Democratic Party,U.S. Senate,,Ansonia,545,Ward 7 Mead School Cafe
Leora R. Levy,Republican Party,U.S. Senate,,Ansonia,625,Ward 7 Mead School Cafe
Richard Blumenthal,Working Families Party,U.S. Senate,,Ansonia,17,Ward 7 Mead School Cafe
John Anderson,Write In,U.S. Senate,,Ansonia,0,Ward 7 Mead School Cafe
Shabadjob Bharara,Write In,U.S. Senate,,Ansonia,0,Ward 7 Mead School Cafe
Rosa L. DeLauro,Democratic Party,U.S. House,03,Ansonia,578,Ward 7 Mead School Cafe
Lesley DeNardis,Republican Party,U.S. House,03,Ansonia,602,Ward 7 Mead School Cafe
Amy F. Chai,Independent Party,U.S. House,03,Ansonia,12,Ward 7 Mead School Cafe
Justin Paglino,Green Party,U.S. House,03,Ansonia,6,Ward 7 Mead School Cafe
Jorge Cabrera,Democratic Party,State Senate,17,Ansonia,521,Ward 7 Mead School Cafe
Kathy Hoyt,Republican Party,State Senate,17,Ansonia,628,Ward 7 Mead School Cafe
Jorge Cabrera,Independent Party,State Senate,17,Ansonia,15,Ward 7 Mead School Cafe
Jorge Cabrera,Working Families Party,State Senate,17,Ansonia,14,Ward 7 Mead School Cafe
Kara Rochelle,Democratic Party,State House,104,Ansonia,534,Ward 7 Mead School Cafe
Josh Shuart,Republican Party,State House,104,Ansonia,638,Ward 7 Mead School Cafe
Kara Rochelle,Independent Party,State House,104,Ansonia,18,Ward 7 Mead School Cafe
Kara Rochelle,Working Families Party,State House,104,Ansonia,10,Ward 7 Mead School Cafe
Stephanie Thomas,Democratic Party,Secretary of the State,,Ansonia,513,Ward 7 Mead School Cafe
Dominic Rapini,Republican Party,Secretary of the State,,Ansonia,621,Ward 7 Mead School Cafe
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ansonia,19,Ward 7 Mead School Cafe
Stephanie Thomas,Working Families Party,Secretary of the State,,Ansonia,13,Ward 7 Mead School Cafe
Erick Russell,Democratic Party,Treasurer,,Ansonia,485,Ward 7 Mead School Cafe
Harry Arora,Republican Party,Treasurer,,Ansonia,643,Ward 7 Mead School Cafe
Jennifer Baldwin,Independent Party,Treasurer,,Ansonia,19,Ward 7 Mead School Cafe
Erick Russell,Working Families Party,Treasurer,,Ansonia,11,Ward 7 Mead School Cafe
JoAnna Laiscell,Libertarian Party,Treasurer,,Ansonia,3,Ward 7 Mead School Cafe
Sean Scanlon,Democratic Party,Comptroller,,Ansonia,508,Ward 7 Mead School Cafe
Mary Fay,Republican Party,Comptroller,,Ansonia,627,Ward 7 Mead School Cafe
Sean Scanlon,Independent Party,Comptroller,,Ansonia,16,Ward 7 Mead School Cafe
Sean Scanlon,Working Families Party,Comptroller,,Ansonia,8,Ward 7 Mead School Cafe
William Tong,Democratic Party,Attorney General,,Ansonia,558,Ward 7 Mead School Cafe
Jessica Kordas,Republican Party,Attorney General,,Ansonia,588,Ward 7 Mead School Cafe
A.P. Pascarella,Independent Party,Attorney General,,Ansonia,13,Ward 7 Mead School Cafe
William Tong,Working Families Party,Attorney General,,Ansonia,15,Ward 7 Mead School Cafe
Ken Krayeske,Green Party,Attorney General,,Ansonia,3,Ward 7 Mead School Cafe
Clifford P. Hoyle,Democratic Party,Judge of Probate,41,Ansonia,560,Ward 7 Mead School Cafe
Clifford P. Hoyle,Republican Party,Judge of Probate,41,Ansonia,596,Ward 7 Mead School Cafe
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Ashford,959,Knowlton Memorial Hall
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Ashford,950,Knowlton Memorial Hall
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Ashford,3,Knowlton Memorial Hall
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Ashford,18,Knowlton Memorial Hall
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Ashford,33,Knowlton Memorial Hall
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Ashford,0,Knowlton Memorial Hall
Richard Blumenthal,Democratic Party,U.S. Senate,,Ashford,987,Knowlton Memorial Hall
Leora R. Levy,Republican Party,U.S. Senate,,Ashford,925,Knowlton Memorial Hall
Richard Blumenthal,Working Families Party,U.S. Senate,,Ashford,46,Knowlton Memorial Hall
John Anderson,Write In,U.S. Senate,,Ashford,0,Knowlton Memorial Hall
Shabadjob Bharara,Write In,U.S. Senate,,Ashford,0,Knowlton Memorial Hall
Joe Courtney,Democratic Party,U.S. House,02,Ashford,1130,Knowlton Memorial Hall
Mike France,Republican Party,U.S. House,02,Ashford,805,Knowlton Memorial Hall
William Hall,Libertarian Party,U.S. House,02,Ashford,16,Knowlton Memorial Hall
Kevin Blacker,Green Party,U.S. House,02,Ashford,11,Knowlton Memorial Hall
Lisa Thomas,Democratic Party,State Senate,35,Ashford,946,Knowlton Memorial Hall
Jeff Gordon,Republican Party,State Senate,35,Ashford,952,Knowlton Memorial Hall
Lisa Thomas,Independent Party,State Senate,35,Ashford,22,Knowlton Memorial Hall
Lisa Thomas,Working Families Party,State Senate,35,Ashford,32,Knowlton Memorial Hall
Pat Boyd,Democratic Party,State House,50,Ashford,1023,Knowlton Memorial Hall
Aaron Soucy,Republican Party,State House,50,Ashford,923,Knowlton Memorial Hall
Stephanie Thomas,Democratic Party,Secretary of the State,,Ashford,959,Knowlton Memorial Hall
Dominic Rapini,Republican Party,Secretary of the State,,Ashford,895,Knowlton Memorial Hall
Cynthia R. Jennings,Independent Party,Secretary of the State,,Ashford,46,Knowlton Memorial Hall
Stephanie Thomas,Working Families Party,Secretary of the State,,Ashford,43,Knowlton Memorial Hall
Erick Russell,Democratic Party,Treasurer,,Ashford,917,Knowlton Memorial Hall
Harry Arora,Republican Party,Treasurer,,Ashford,933,Knowlton Memorial Hall
Jennifer Baldwin,Independent Party,Treasurer,,Ashford,41,Knowlton Memorial Hall
Erick Russell,Working Families Party,Treasurer,,Ashford,37,Knowlton Memorial Hall
JoAnna Laiscell,Libertarian Party,Treasurer,,Ashford,15,Knowlton Memorial Hall
Sean Scanlon,Democratic Party,Comptroller,,Ashford,935,Knowlton Memorial Hall
Mary Fay,Republican Party,Comptroller,,Ashford,931,Knowlton Memorial Hall
Sean Scanlon,Independent Party,Comptroller,,Ashford,37,Knowlton Memorial Hall
Sean Scanlon,Working Families Party,Comptroller,,Ashford,32,Knowlton Memorial Hall
William Tong,Democratic Party,Attorney General,,Ashford,995,Knowlton Memorial Hall
Jessica Kordas,Republican Party,Attorney General,,Ashford,883,Knowlton Memorial Hall
A.P. Pascarella,Independent Party,Attorney General,,Ashford,23,Knowlton Memorial Hall
William Tong,Working Families Party,Attorney General,,Ashford,44,Knowlton Memorial Hall
Ken Krayeske,Green Party,Attorney General,,Ashford,13,Knowlton Memorial Hall
Leah Schad,Democratic Party,Judge of Probate,26,Ashford,1020,Knowlton Memorial Hall
Gabrielle Labonte,Republican Party,Judge of Probate,26,Ashford,910,Knowlton Memorial Hall
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Avon,2404,Avon High School - Gymnasium
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Avon,1568,Avon High School - Gymnasium
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Avon,7,Avon High School - Gymnasium
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Avon,39,Avon High School - Gymnasium
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Avon,58,Avon High School - Gymnasium
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Avon,1,Avon High School - Gymnasium
Richard Blumenthal,Democratic Party,U.S. Senate,,Avon,2431,Avon High School - Gymnasium
Leora R. Levy,Republican Party,U.S. Senate,,Avon,1554,Avon High School - Gymnasium
Richard Blumenthal,Working Families Party,U.S. Senate,,Avon,60,Avon High School - Gymnasium
John Anderson,Write In,U.S. Senate,,Avon,0,Avon High School - Gymnasium
Shabadjot Bharara,Write In,U.S. Senate,,Avon,0,Avon High School - Gymnasium
Jahana Hayes,Democratic Party,U.S. House,05,Avon,2310,Avon High School - Gymnasium
George Logan,Republican Party,U.S. House,05,Avon,1645,Avon High School - Gymnasium
George Logan,Independent Party,U.S. House,05,Avon,39,Avon High School - Gymnasium
Jahana Hayes,Working Families Party,U.S. House,05,Avon,56,Avon High School - Gymnasium
Paul Honig,Democratic Party,State Senate,8,Avon,2215,Avon High School - Gymnasium
Lisa Seminara,Republican Party,State Senate,8,Avon,1742,Avon High School - Gymnasium
Lisa Seminara,Independent Party,State Senate,8,Avon,66,Avon High School - Gymnasium
Eleni Kavros DeGraw,Democratic Party,State House,17,Avon,2299,Avon High School - Gymnasium
Heather Maguire,Republican Party,State House,17,Avon,1659,Avon High School - Gymnasium
Eleni Kavros DeGraw,Independent Party,State House,17,Avon,41,Avon High School - Gymnasium
Eleni Kavros DeGraw,Working Families Party,State House,17,Avon,46,Avon High School - Gymnasium
Stephanie Thomas,Democratic Party,Secretary of the State,,Avon,2296,Avon High School - Gymnasium
Dominic Rapini,Republican Party,Secretary of the State,,Avon,1573,Avon High School - Gymnasium
Cynthia R. Jennings,Independent Party,Secretary of the State,,Avon,94,Avon High School - Gymnasium
Stephanie Thomas,Working Families Party,Secretary of the State,,Avon,48,Avon High School - Gymnasium
Erick Russell,Democratic Party,Treasurer,,Avon,2160,Avon High School - Gymnasium
Harry Arora,Republican Party,Treasurer,,Avon,1695,Avon High School - Gymnasium
Jennifer Baldwin,Independent Party,Treasurer,,Avon,79,Avon High School - Gymnasium
Erick Russell,Working Families Party,Treasurer,,Avon,49,Avon High School - Gymnasium
JoAnna Laiscell,Libertarian Party,Treasurer,,Avon,28,Avon High School - Gymnasium
Sean Scanlon,Democratic Party,Comptroller,,Avon,2220,Avon High School - Gymnasium
Mary Fay,Republican Party,Comptroller,,Avon,1677,Avon High School - Gymnasium
Sean Scanlon,Independent Party,Comptroller,,Avon,58,Avon High School - Gymnasium
Sean Scanlon,Working Families Party,Comptroller,,Avon,42,Avon High School - Gymnasium
William Tong,Democratic Party,Attorney General,,Avon,2389,Avon High School - Gymnasium
Jessica Kordas,Republican Party,Attorney General,,Avon,1532,Avon High School - Gymnasium
A.P. Pascarella,Independent Party,Attorney General,,Avon,32,Avon High School - Gymnasium
William Tong,Working Families Party,Attorney General,,Avon,52,Avon High School - Gymnasium
Ken Krayeske,Green Party,Attorney General,,Avon,31,Avon High School - Gymnasium
David Shepard,Democratic Party,Judge of Probate,09,Avon,2115,Avon High School - Gymnasium
Cynthia Becker,Republican Party,Judge of Probate,09,Avon,1874,Avon High School - Gymnasium
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Avon,1720,Roaring Brook School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Avon,1290,Roaring Brook School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Avon,2,Roaring Brook School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Avon,25,Roaring Brook School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Avon,37,Roaring Brook School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Avon,0,Roaring Brook School
Richard Blumenthal,Democratic Party,U.S. Senate,,Avon,1752,Roaring Brook School
Leora R. Levy,Republican Party,U.S. Senate,,Avon,1249,Roaring Brook School
Richard Blumenthal,Working Families Party,U.S. Senate,,Avon,50,Roaring Brook School
John Anderson,Write In,U.S. Senate,,Avon,0,Roaring Brook School
Shabadjot Bharara,Write In,U.S. Senate,,Avon,0,Roaring Brook School
Jahana Hayes,Democratic Party,U.S. House,05,Avon,1637,Roaring Brook School
George Logan,Republican Party,U.S. House,05,Avon,1351,Roaring Brook School
George Logan,Independent Party,U.S. House,05,Avon,35,Roaring Brook School
Jahana Hayes,Working Families Party,U.S. House,05,Avon,48,Roaring Brook School
Paul Honig,Democratic Party,State Senate,8,Avon,1604,Roaring Brook School
Lisa Seminara,Republican Party,State Senate,8,Avon,1406,Roaring Brook School
Lisa Seminara,Independent Party,State Senate,8,Avon,43,Roaring Brook School
Eleni Kavros DeGraw,Democratic Party,State House,17,Avon,1631,Roaring Brook School
Heather Maguire,Republican Party,State House,17,Avon,1363,Roaring Brook School
Eleni Kavros DeGraw,Independent Party,State House,17,Avon,29,Roaring Brook School
Eleni Kavros DeGraw,Working Families Party,State House,17,Avon,38,Roaring Brook School
Stephanie Thomas,Democratic Party,Secretary of the State,,Avon,1650,Roaring Brook School
Dominic Rapini,Republican Party,Secretary of the State,,Avon,1292,Roaring Brook School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Avon,55,Roaring Brook School
Stephanie Thomas,Working Families Party,Secretary of the State,,Avon,39,Roaring Brook School
Erick Russell,Democratic Party,Treasurer,,Avon,1535,Roaring Brook School
Harry Arora,Republican Party,Treasurer,,Avon,1389,Roaring Brook School
Jennifer Baldwin,Independent Party,Treasurer,,Avon,52,Roaring Brook School
Erick Russell,Working Families Party,Treasurer,,Avon,44,Roaring Brook School
JoAnna Laiscell,Libertarian Party,Treasurer,,Avon,18,Roaring Brook School
Sean Scanlon,Democratic Party,Comptroller,,Avon,1579,Roaring Brook School
Mary Fay,Republican Party,Comptroller,,Avon,1368,Roaring Brook School
Sean Scanlon,Independent Party,Comptroller,,Avon,36,Roaring Brook School
Sean Scanlon,Working Families Party,Comptroller,,Avon,40,Roaring Brook School
William Tong,Democratic Party,Attorney General,,Avon,1737,Roaring Brook School
Jessica Kordas,Republican Party,Attorney General,,Avon,1252,Roaring Brook School
A.P. Pascarella,Independent Party,Attorney General,,Avon,15,Roaring Brook School
William Tong,Working Families Party,Attorney General,,Avon,44,Roaring Brook School
Ken Krayeske,Green Party,Attorney General,,Avon,12,Roaring Brook School
David Shepard,Democratic Party,Judge of Probate,09,Avon,1535,Roaring Brook School
Cynthia Becker,Republican Party,Judge of Probate,09,Avon,1487,Roaring Brook School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Avon,1243,Thompson Brook School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Avon,921,Thompson Brook School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Avon,13,Thompson Brook School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Avon,21,Thompson Brook School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Avon,20,Thompson Brook School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Avon,0,Thompson Brook School
Richard Blumenthal,Democratic Party,U.S. Senate,,Avon,1275,Thompson Brook School
Leora R. Levy,Republican Party,U.S. Senate,,Avon,891,Thompson Brook School
Richard Blumenthal,Working Families Party,U.S. Senate,,Avon,30,Thompson Brook School
John Anderson,Write In,U.S. Senate,,Avon,0,Thompson Brook School
Shabadjot Bharara,Write In,U.S. Senate,,Avon,0,Thompson Brook School
Jahana Hayes,Democratic Party,U.S. House,05,Avon,1180,Thompson Brook School
George Logan,Republican Party,U.S. House,05,Avon,971,Thompson Brook School
George Logan,Independent Party,U.S. House,05,Avon,16,Thompson Brook School
Jahana Hayes,Working Families Party,U.S. House,05,Avon,27,Thompson Brook School
Paul Honig,Democratic Party,State Senate,8,Avon,1153,Thompson Brook School
Lisa Seminara,Republican Party,State Senate,8,Avon,1013,Thompson Brook School
Lisa Seminara,Independent Party,State Senate,8,Avon,27,Thompson Brook School
Tammy Exum,Democratic Party,State House,19,Avon,1370,Thompson Brook School
Stephanie Thomas,Democratic Party,Secretary of the State,,Avon,1200,Thompson Brook School
Dominic Rapini,Republican Party,Secretary of the State,,Avon,899,Thompson Brook School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Avon,53,Thompson Brook School
Stephanie Thomas,Working Families Party,Secretary of the State,,Avon,27,Thompson Brook School
Erick Russell,Democratic Party,Treasurer,,Avon,1130,Thompson Brook School
Harry Arora,Republican Party,Treasurer,,Avon,977,Thompson Brook School
Jennifer Baldwin,Independent Party,Treasurer,,Avon,40,Thompson Brook School
Erick Russell,Working Families Party,Treasurer,,Avon,29,Thompson Brook School
JoAnna Laiscell,Libertarian Party,Treasurer,,Avon,10,Thompson Brook School
Sean Scanlon,Democratic Party,Comptroller,,Avon,1153,Thompson Brook School
Mary Fay,Republican Party,Comptroller,,Avon,969,Thompson Brook School
Sean Scanlon,Independent Party,Comptroller,,Avon,27,Thompson Brook School
