candidate,party,office,district,town,votes,precinct
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 1 Ansonia Armory
Smith and White,Write-In,President,,Ansonia,0,Ward 1 Ansonia Armory
Wu and Wu,Write-In,President,,Ansonia,0,Ward 1 Ansonia Armory
Clinton and Kaine,Democratic Party,President,,Ansonia,499,Ward 2 Ansonia Armory
Trump and Pence,Republican Party,President,,Ansonia,452,Ward 2 Ansonia Armory
Johnson and Weld,Libertarian Party,President,,Ansonia,30,Ward 2 Ansonia Armory
Stein and Baraka,Green Party,President,,Ansonia,18,Ward 2 Ansonia Armory
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Cooper and Meyer,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Deame and Long,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
McMullin and Johnson,Write-In,President,,Ansonia,1,Ward 2 Ansonia Armory
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Smith and White,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Wu and Wu,Write-In,President,,Ansonia,0,Ward 2 Ansonia Armory
Clinton and Kaine,Democratic Party,President,,Ansonia,508,Ward 3 Holy Rosary Church
Trump and Pence,Republican Party,President,,Ansonia,440,Ward 3 Holy Rosary Church
Johnson and Weld,Libertarian Party,President,,Ansonia,33,Ward 3 Holy Rosary Church
Stein and Baraka,Green Party,President,,Ansonia,13,Ward 3 Holy Rosary Church
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Cooper and Meyer,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Deame and Long,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
McMullin and Johnson,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Smith and White,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Wu and Wu,Write-In,President,,Ansonia,0,Ward 3 Holy Rosary Church
Clinton and Kaine,Democratic Party,President,,Ansonia,342,Ward 4 Ansonia Middle School
Trump and Pence,Republican Party,President,,Ansonia,233,Ward 4 Ansonia Middle School
Johnson and Weld,Libertarian Party,President,,Ansonia,13,Ward 4 Ansonia Middle School
Stein and Baraka,Green Party,President,,Ansonia,13,Ward 4 Ansonia Middle School
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Cooper and Meyer,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Deame and Long,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
McMullin and Johnson,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Smith and White,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Wu and Wu,Write-In,President,,Ansonia,0,Ward 4 Ansonia Middle School
Clinton and Kaine,Democratic Party,President,,Ansonia,516,Ward 5 Ansonia Middle School
Trump and Pence,Republican Party,President,,Ansonia,477,Ward 5 Ansonia Middle School
Johnson and Weld,Libertarian Party,President,,Ansonia,29,Ward 5 Ansonia Middle School
Stein and Baraka,Green Party,President,,Ansonia,22,Ward 5 Ansonia Middle School
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Cooper and Meyer,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Deame and Long,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
McMullin and Johnson,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Smith and White,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Wu and Wu,Write-In,President,,Ansonia,0,Ward 5 Ansonia Middle School
Clinton and Kaine,Democratic Party,President,,Ansonia,536,Ward 6 Prendergast School
Trump and Pence,Republican Party,President,,Ansonia,764,Ward 6 Prendergast School
Johnson and Weld,Libertarian Party,President,,Ansonia,35,Ward 6 Prendergast School
Stein and Baraka,Green Party,President,,Ansonia,19,Ward 6 Prendergast School
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Cooper and Meyer,Write-In,President,,Ansonia,1,Ward 6 Prendergast School
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Deame and Long,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
McMullin and Johnson,Write-In,President,,Ansonia,1,Ward 6 Prendergast School
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Smith and White,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Wu and Wu,Write-In,President,,Ansonia,0,Ward 6 Prendergast School
Clinton and Kaine,Democratic Party,President,,Ansonia,550,Ward 7 Mead School
Trump and Pence,Republican Party,President,,Ansonia,832,Ward 7 Mead School
Johnson and Weld,Libertarian Party,President,,Ansonia,35,Ward 7 Mead School
Stein and Baraka,Green Party,President,,Ansonia,10,Ward 7 Mead School
Basiago and Kinnison,Write-In,President,,Ansonia,0,Ward 7 Mead School
Blumenthal and Blair,Write-In,President,,Ansonia,0,Ward 7 Mead School
Buchanan and Washington,Write-In,President,,Ansonia,0,Ward 7 Mead School
Castle and Bradley,Write-In,President,,Ansonia,0,Ward 7 Mead School
Cooper and Meyer,Write-In,President,,Ansonia,0,Ward 7 Mead School
Cummings and Romanoff,Write-In,President,,Ansonia,0,Ward 7 Mead School
Deame and Long,Write-In,President,,Ansonia,0,Ward 7 Mead School
De La Fuente and Steinberg,Write-In,President,,Ansonia,0,Ward 7 Mead School
Evans and Fitch,Write-In,President,,Ansonia,0,Ward 7 Mead School
Fox and Kushner,Write-In,President,,Ansonia,0,Ward 7 Mead School
Hoefling and Schulin,Write-In,President,,Ansonia,0,Ward 7 Mead School
Klojzy Jr. and LeMay,Write-In,President,,Ansonia,0,Ward 7 Mead School
Kotlikoff and Leamer,Write-In,President,,Ansonia,0,Ward 7 Mead School
La Riva and Puryear,Write-In,President,,Ansonia,0,Ward 7 Mead School
Maldonado and Terranova,Write-In,President,,Ansonia,0,Ward 7 Mead School
McMullin and Johnson,Write-In,President,,Ansonia,0,Ward 7 Mead School
Schoenke and Mitchell Jr.,Write-In,President,,Ansonia,0,Ward 7 Mead School
Skewes and Lacy,Write-In,President,,Ansonia,0,Ward 7 Mead School
Smith and White,Write-In,President,,Ansonia,0,Ward 7 Mead School
Wu and Wu,Write-In,President,,Ansonia,0,Ward 7 Mead School
Clinton and Kaine,Democratic Party,President,,Ashford,1112,Knowlton Memorial Hall
Trump and Pence,Republican Party,President,,Ashford,1042,Knowlton Memorial Hall
Johnson and Weld,Libertarian Party,President,,Ashford,108,Knowlton Memorial Hall
Stein and Baraka,Green Party,President,,Ashford,63,Knowlton Memorial Hall
Basiago and Kinnison,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Blumenthal and Blair,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Buchanan and Washington,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Castle and Bradley,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Cooper and Meyer,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Cummings and Romanoff,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Deame and Long,Write-In,President,,Ashford,0,Knowlton Memorial Hall
De La Fuente and Steinberg,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Evans and Fitch,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Fox and Kushner,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Hoefling and Schulin,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Klojzy Jr. and LeMay,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Kotlikoff and Leamer,Write-In,President,,Ashford,0,Knowlton Memorial Hall
La Riva and Puryear,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Maldonado and Terranova,Write-In,President,,Ashford,0,Knowlton Memorial Hall
McMullin and Johnson,Write-In,President,,Ashford,7,Knowlton Memorial Hall
Schoenke and Mitchell Jr.,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Skewes and Lacy,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Smith and White,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Wu and Wu,Write-In,President,,Ashford,0,Knowlton Memorial Hall
Clinton and Kaine,Democratic Party,President,,Avon,2242,Avon High School - Gymnasium
Trump and Pence,Republican Party,President,,Avon,1850,Avon High School - Gymnasium
Johnson and Weld,Libertarian Party,President,,Avon,156,Avon High School - Gymnasium
Stein and Baraka,Green Party,President,,Avon,59,Avon High School - Gymnasium
Basiago and Kinnison,Write-In,President,,Avon,0,Avon High School - Gymnasium
Blumenthal and Blair,Write-In,President,,Avon,0,Avon High School - Gymnasium
Buchanan and Washington,Write-In,President,,Avon,0,Avon High School - Gymnasium
Castle and Bradley,Write-In,President,,Avon,1,Avon High School - Gymnasium
Cooper and Meyer,Write-In,President,,Avon,0,Avon High School - Gymnasium
Cummings and Romanoff,Write-In,President,,Avon,0,Avon High School - Gymnasium
Deame and Long,Write-In,President,,Avon,0,Avon High School - Gymnasium
De La Fuente and Steinberg,Write-In,President,,Avon,0,Avon High School - Gymnasium
Evans and Fitch,Write-In,President,,Avon,0,Avon High School - Gymnasium
Fox and Kushner,Write-In,President,,Avon,0,Avon High School - Gymnasium
Hoefling and Schulin,Write-In,President,,Avon,0,Avon High School - Gymnasium
Klojzy Jr. and LeMay,Write-In,President,,Avon,0,Avon High School - Gymnasium
Kotlikoff and Leamer,Write-In,President,,Avon,0,Avon High School - Gymnasium
La Riva and Puryear,Write-In,President,,Avon,0,Avon High School - Gymnasium
Maldonado and Terranova,Write-In,President,,Avon,0,Avon High School - Gymnasium
McMullin and Johnson,Write-In,President,,Avon,9,Avon High School - Gymnasium
Schoenke and Mitchell Jr.,Write-In,President,,Avon,0,Avon High School - Gymnasium
Skewes and Lacy,Write-In,President,,Avon,0,Avon High School - Gymnasium
Smith and White,Write-In,President,,Avon,0,Avon High School - Gymnasium
Wu and Wu,Write-In,President,,Avon,0,Avon High School - Gymnasium
Clinton and Kaine,Democratic Party,President,,Avon,1660,Firehouse Company #1
Trump and Pence,Republican Party,President,,Avon,1127,Firehouse Company #1
Johnson and Weld,Libertarian Party,President,,Avon,76,Firehouse Company #1
Stein and Baraka,Green Party,President,,Avon,49,Firehouse Company #1
Basiago and Kinnison,Write-In,President,,Avon,0,Firehouse Company #1
Blumenthal and Blair,Write-In,President,,Avon,0,Firehouse Company #1
Buchanan and Washington,Write-In,President,,Avon,0,Firehouse Company #1
Castle and Bradley,Write-In,President,,Avon,0,Firehouse Company #1
